,Phylum,Class,Order,Family,Genus,Species
otu2075,p:Proteobacteria,c:Alphaproteobacteria,,,,
otu2076,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Pseudarcicella,
otu2077,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2078,p:Firmicutes,c:Bacilli,o:Bacillales,f:Alicyclobacillaceae,g:Tumebacillus,
otu2079,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu208,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2080,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Pelosinus,
otu2081,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,,,
otu2082,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2083,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,
otu2084,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Leeia,
otu2085,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,g:Enterobacter,
otu2086,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,
otu2087,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2088,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2089,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Dechloromonas,
otu209,p:Proteobacteria,c:Gammaproteobacteria,o:NKB5,,,
otu2090,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Enterococcus,
otu2091,p:Bacteroidetes,,,,,
otu2092,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Cryomorphaceae,g:Fluviicola,
otu2093,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2094,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,
otu2095,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:NS4_marine_group,
otu2096,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Planctomyces,
otu2097,p:Proteobacteria,c:Deltaproteobacteria,o:Sh765B-TzT-29,,,
otu2098,p:Proteobacteria,c:Gammaproteobacteria,o:Oceanospirillales,f:SAR86_clade,,
otu2099,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Coxiella,
otu21,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Polynucleobacter,
otu210,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Leeia,
otu2100,,,,,,
otu2101,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Pirellula,
otu2102,p:Proteobacteria,c:Gammaproteobacteria,o:Vibrionales,f:Vibrionaceae,g:Grimontia,s:Enterovibrio_sp._IMCC17013
otu2103,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:NS9_marine_group,,
otu2104,p:Proteobacteria,,,,,
otu2105,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,
otu2106,p:Verrucomicrobia,c:OPB35_soil_group,,,,
otu2107,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:MNG7,,
otu2108,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,g:Rahnella,
otu2109,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,,
otu211,p:Bacteroidetes,,,,,
otu2110,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,,
otu2111,p:Firmicutes,c:Bacilli,o:Bacillales,f:Family_XII,g:Exiguobacterium,
otu2112,,,,,,
otu2113,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
otu2114,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Stenotrophomonas,
otu2115,p:Proteobacteria,,,,,
otu2116,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
otu2117,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
otu2118,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,,
otu2119,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
otu212,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Haloferula,
otu2120,p:Proteobacteria,,,,,
otu2121,,,,,,
otu2122,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
otu2123,p:Proteobacteria,c:Gammaproteobacteria,o:Methylococcales,,,
otu2124,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Polaromonas,
otu2125,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,,,
otu2126,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
otu2127,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,,
otu2128,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:env.OPS_17,,
otu2129,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Rickettsiella,
otu213,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Sediminibacterium,
otu2130,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2131,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Hydrogenophaga,
otu2132,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Paenibacillus,s:Bacillus_sp._DB55[2010]
otu2133,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Paenibacillus,
otu2134,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Peptococcaceae,g:Desulfosporosinus,
otu2135,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:Patulibacteraceae,g:Patulibacter,
otu2136,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,
otu2137,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
otu2138,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2139,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,
otu214,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Saprospiraceae,g:Haliscomenobacter,s:Candidatus_Haliscomenobacter_calcifugiens
otu2140,p:Proteobacteria,,,,,
otu2141,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
otu2142,p:Proteobacteria,c:Betaproteobacteria,o:Nitrosomonadales,f:Nitrosomonadaceae,,
otu2143,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2144,p:Proteobacteria,,,,,
otu2145,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Variovorax,
otu2146,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Paenibacillus,
otu2147,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2148,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2149,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
otu215,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2150,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,,,
otu2151,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,,
otu2152,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
otu2153,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Dyadobacter,
otu2154,p:Proteobacteria,,,,,
otu2155,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:DA101_soil_group,,
otu2156,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
otu2157,p:Proteobacteria,c:Betaproteobacteria,o:TRA3-20,,,
otu2158,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,,,
otu2159,p:Proteobacteria,,,,,
otu216,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Lautropia,
otu2160,p:Chlorobi,c:Chlorobia,o:Chlorobiales,f:OPB56,,
otu2161,p:Proteobacteria,,,,,
otu2162,p:Proteobacteria,,,,,
otu2163,p:Proteobacteria,,,,,
otu2164,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,,,
otu2165,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2166,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2167,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Chryseobacterium,
otu2168,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:7B-8,,
otu2169,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,
otu217,p:Proteobacteria,c:Gammaproteobacteria,o:NKB5,,,
otu2170,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Porphyromonadaceae,,
otu2171,p:Proteobacteria,c:Gammaproteobacteria,o:E01-9C-26_marine_group,f:Tigriopus_californicus,,
otu2172,p:Proteobacteria,c:Gammaproteobacteria,o:Order_Incertae_Sedis,f:Family_Incertae_Sedis,g:Marinicella,s:unidentified_marine_bacterioplankton
otu2173,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Acidaminococcaceae,,
otu2174,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Ferruginibacter,
otu2175,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,
otu2176,p:Proteobacteria,c:Betaproteobacteria,,,,
otu2177,p:Proteobacteria,c:Gammaproteobacteria,o:Alteromonadales,f:Pseudoalteromonadaceae,g:Pseudoalteromonas,
otu2178,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
otu2179,p:Proteobacteria,c:Gammaproteobacteria,o:KI89A_clade,,,
otu218,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
otu2180,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,,
otu2181,p:Proteobacteria,c:Deltaproteobacteria,o:Sh765B-TzT-29,,,
otu2182,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,,
otu2183,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Coxiella,
otu2184,p:Verrucomicrobia,c:Opitutae,o:Puniceicoccales,f:Puniceicoccaceae,g:marine_group,
otu2185,,,,,,
otu2186,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
otu2187,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfuromonadales,f:Geobacteraceae,g:Geobacter,
otu2188,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2189,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu219,p:Proteobacteria,c:Gammaproteobacteria,o:Aeromonadales,f:Aeromonadaceae,g:Aeromonas,s:Aeromonas_sobria
otu2190,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Chryseobacterium,s:Chryseobacterium_sp._3Ablue
otu2191,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:WCHB1-69,,
otu2192,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Candidatus_Accumulibacter,
otu2193,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2194,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2195,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Alkanindiges,
otu2196,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,
otu2197,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2198,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Porphyromonadaceae,g:Dysgonomonas,
otu2199,p:Proteobacteria,c:Alphaproteobacteria,,,,
otu22,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Acidovorax,
otu220,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2200,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Leadbetterella,
otu2201,,,,,,
otu2202,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,,
otu2203,,,,,,
otu2204,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,,
otu2205,p:Proteobacteria,,,,,
otu2206,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,,
otu2207,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,
otu2208,p:Proteobacteria,c:Gammaproteobacteria,o:Chromatiales,f:Chromatiaceae,g:Thiodictyon,s:phototrophic_bacterium
otu2209,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
otu221,p:Proteobacteria,c:Gammaproteobacteria,o:Chromatiales,f:Chromatiaceae,g:Rheinheimera,
otu2210,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,,
otu2211,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,
otu2212,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Veillonella,
otu2213,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2214,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
otu2215,p:Proteobacteria,c:Betaproteobacteria,o:SC-I-84,,,
otu2216,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Dechloromonas,
otu2217,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2218,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2219,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:GKS98_freshwater_group,
otu222,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:NS11-12_marine_group,,
otu2220,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
otu2221,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Dechloromonas,
otu2222,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
otu2223,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:480-2,,
otu2224,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:480-2,,
otu2225,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2226,,,,,,
otu2227,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Planctomyces,
otu2228,p:Verrucomicrobia,c:OPB35_soil_group,,,,
otu2229,p:Proteobacteria,c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Halomonas,
otu223,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Sediminibacterium,
otu2230,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,,
otu2231,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
otu2232,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Polaromonas,
otu2233,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Undibacterium,
otu2234,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Polaromonas,
otu2235,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,
otu2236,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2237,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:WCHB1-69,,
otu2238,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae,g:Bacteriovorax,
otu2239,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,g:Polyangium,
otu224,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
otu2240,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:TM146,,
otu2241,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Prevotellaceae,g:Prevotella_7,
otu2242,p:Bacteroidetes,,,,,
otu2243,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,g:Rikenella,
otu2244,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2245,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,g:Spirobacillus_cienkowskii,
otu2246,p:Deferribacteres,c:Deferribacteres,o:Deferribacterales,f:Deferribacteraceae,g:Mucispirillum,
otu2247,p:Fibrobacteres,c:Fibrobacteria,o:Fibrobacterales,f:Fibrobacteraceae,,
otu2248,p:Gracilibacteria,,,,,
otu2249,,,,,,
otu225,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:NS11-12_marine_group,,
otu2250,,,,,,
otu2251,p:Proteobacteria,,,,,
otu2252,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillales_Incertae_Sedis,g:Reyranella,
otu2253,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Panacagrimonas,
otu2254,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus,
otu2255,,,,,,
otu2256,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadales_Incertae_Sedis,g:Acidibacter,
otu2257,p:Proteobacteria,,,,,
otu2258,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2259,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Rhodanobacter,s:Cimanggu_media_isolate_88
otu226,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Thermomonas,
otu2260,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2261,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2262,p:Proteobacteria,c:Gammaproteobacteria,o:Arenicellales,f:Arenicellaceae,g:Perspicuibacter,
otu2263,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Kordia,s:Kordia_sp._PC-4
otu2264,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
otu2265,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:NS11-12_marine_group,,
otu2266,p:Bacteroidetes,,,,,
otu2267,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2268,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,
otu2269,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Porphyromonadaceae,g:Paludibacter,
otu227,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,g:Haliangium,
otu2270,p:Proteobacteria,c:Gammaproteobacteria,o:Order_Incertae_Sedis,f:Family_Incertae_Sedis,g:Marinicella,
otu2271,p:Bacteroidetes,c:Cytophagia,o:Order_III,f:Unknown_Family,,
otu2272,p:Proteobacteria,c:Gammaproteobacteria,o:Chromatiales,f:Ectothiorhodospiraceae,g:Thiogranum,
otu2273,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Mucilaginibacter,
otu2274,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,
otu2275,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,
otu2276,p:Acidobacteria,c:Holophagae,o:Holophagales,f:Holophagaceae,g:Geothrix,
otu2277,p:Proteobacteria,c:Betaproteobacteria,o:Methylophilales,f:Methylophilaceae,g:Methylotenera,
otu2278,p:Firmicutes,c:Bacilli,o:Bacillales,f:Staphylococcaceae,g:Staphylococcus,s:Staphylococcus_aureus
otu2279,p:Lentisphaerae,c:WCHB1-41,,,,
otu228,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Hydrotalea,
otu2280,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
otu2281,p:TM6,,,,,
otu2282,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Arenimonas,
otu2283,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2284,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,
otu2285,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Aerococcaceae,g:Aerococcus,s:Aerococcus_urinaeequi
otu2286,p:Latescibacteria,,,,,
otu2287,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,
otu2288,p:Firmicutes,c:Bacilli,o:Bacillales,f:Planococcaceae,g:Lysinibacillus,
otu2289,p:Proteobacteria,,,,,
otu229,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Moraxella,s:Hydra_vulgaris
otu2290,p:Proteobacteria,c:Alphaproteobacteria,,,,
otu2291,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,,
otu2292,p:Proteobacteria,,,,,
otu2293,,,,,,
otu2294,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Polaromonas,
otu2295,p:Actinobacteria,c:Actinobacteria,,,,
otu2296,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
otu2297,,,,,,
otu2298,,,,,,
otu2299,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,,
otu23,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu230,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2300,,,,,,
otu2301,,,,,,
otu2302,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2303,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2304,,,,,,
otu2305,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
otu2306,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
otu2307,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
otu2308,p:Proteobacteria,c:Betaproteobacteria,,,,
otu2309,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,,
otu231,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Limnohabitans,
otu2310,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2311,p:Firmicutes,c:Bacilli,o:Bacillales,f:Family_XII,g:Exiguobacterium,s:Exiguobacterium_acetylicum
otu2312,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
otu2313,p:Proteobacteria,c:Betaproteobacteria,o:SC-I-84,,,
otu2314,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2315,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Chthoniobacter,
otu2316,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:480-2,,
otu2317,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2318,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadales_Incertae_Sedis,,
otu2319,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Pir4_lineage,
otu232,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Elizabethkingia,
otu2320,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2321,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2322,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:Patulibacteraceae,g:Patulibacter,
otu2323,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,g:Sorangium,
otu2324,p:Proteobacteria,c:Betaproteobacteria,o:SC-I-84,,,
otu2325,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Terrimonas,
otu2326,p:Proteobacteria,c:Betaproteobacteria,o:Nitrosomonadales,f:Nitrosomonadaceae,,
otu2327,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,
