,Phylum,Class,Order,Family,Genus,Species
Zotu2001,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2002,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2003,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,
Zotu2004,p:Proteobacteria,c:Gammaproteobacteria,o:Aeromonadales,f:Aeromonadaceae,g:Tolumonas,
Zotu2005,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Propionispira,
Zotu2006,p:Proteobacteria,c:Gammaproteobacteria,o:Oceanospirillales,f:SAR86_clade,g:unidentified_marine_bacterioplankton,
Zotu2007,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,g:Haliangium,
Zotu2008,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,
Zotu2009,p:Proteobacteria,c:Gammaproteobacteria,o:Alteromonadales,f:Pseudoalteromonadaceae,g:Pseudoalteromonas,
Zotu201,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Emticicia,
Zotu2010,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:NS9_marine_group,,
Zotu2011,p:Proteobacteria,c:Gammaproteobacteria,o:Thiotrichales,f:Thiotrichales_Incertae_Sedis,g:Caedibacter,
Zotu2012,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Gillisia,
Zotu2013,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Filimonas,
Zotu2014,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2015,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:env.OPS_17,,
Zotu2016,p:Proteobacteria,,,,,
Zotu2017,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:env.OPS_17,,
Zotu2018,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
Zotu2019,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
Zotu202,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2020,p:Proteobacteria,c:Gammaproteobacteria,o:Methylococcales,f:CABC2E06,,
Zotu2021,p:Proteobacteria,c:Betaproteobacteria,o:Nitrosomonadales,f:Nitrosomonadaceae,,
Zotu2022,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2023,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus,s:Lactobacillus_kefiranofaciens_subsp._kefirgranum
Zotu2024,p:Fibrobacteres,c:Fibrobacteria,o:Fibrobacterales,f:Fibrobacteraceae,,
Zotu2025,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,,
Zotu2026,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Flavihumibacter,
Zotu2027,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2028,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:env.OPS_17,,
Zotu2029,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,
Zotu203,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Emticicia,
Zotu2030,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,,
Zotu2031,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Mycobacteriaceae,g:Mycobacterium,
Zotu2032,p:Proteobacteria,c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Halomonas,
Zotu2033,p:Proteobacteria,,,,,
Zotu2034,p:Proteobacteria,,,,,
Zotu2035,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Dechloromonas,
Zotu2036,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
Zotu2037,p:Cyanobacteria,c:Chloroplast,,,,
Zotu2038,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
Zotu2039,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
Zotu204,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
Zotu2040,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Veillonella,
Zotu2041,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
Zotu2042,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillales_Incertae_Sedis,g:Reyranella,
Zotu2043,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
Zotu2044,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Brevundimonas,
Zotu2045,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Arcicella,
Zotu2046,,,,,,
Zotu2047,,,,,,
Zotu2048,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
Zotu2049,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:env.OPS_17,,
Zotu205,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2050,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,
Zotu2051,p:Verrucomicrobia,c:Verrucomicrobia_Incertae_Sedis,o:Unknown_Order,f:Unknown_Family,g:Candidatus_Methylacidiphilum,
Zotu2052,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
Zotu2053,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2054,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
Zotu2055,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
Zotu2056,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
Zotu2057,p:Firmicutes,c:Bacilli,o:Bacillales,f:Alicyclobacillaceae,g:Tumebacillus,
Zotu2058,p:Firmicutes,c:Bacilli,o:Bacillales,f:Alicyclobacillaceae,g:Tumebacillus,
Zotu2059,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
Zotu206,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
Zotu2060,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Pseudoxanthomonas,
Zotu2061,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
Zotu2062,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Polaromonas,
Zotu2063,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
Zotu2064,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:Flavobacterium_sp._ICM_207
Zotu2065,p:Proteobacteria,c:Gammaproteobacteria,o:Methylococcales,f:Methylococcaceae,,
Zotu2066,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Aquabacterium,
Zotu2067,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Hydrotalea,
Zotu2068,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,,
Zotu2069,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Hymenobacter,
Zotu207,p:Firmicutes,c:Bacilli,o:Bacillales,f:Planococcaceae,,
Zotu2070,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Saprospiraceae,,
Zotu2071,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
Zotu2072,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
Zotu2073,p:Proteobacteria,c:Alphaproteobacteria,,,,
Zotu2074,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2075,p:Proteobacteria,c:Alphaproteobacteria,,,,
Zotu2076,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Pseudarcicella,
Zotu2077,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
Zotu2078,p:Firmicutes,c:Bacilli,o:Bacillales,f:Alicyclobacillaceae,g:Tumebacillus,
Zotu2079,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
Zotu208,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2080,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Pelosinus,
Zotu2081,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,,,
Zotu2082,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
Zotu2083,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,
Zotu2084,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Leeia,
Zotu2085,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,g:Enterobacter,
Zotu2086,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,
Zotu2087,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
Zotu2088,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2089,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Dechloromonas,
Zotu209,p:Proteobacteria,c:Gammaproteobacteria,o:NKB5,,,
Zotu2090,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Enterococcus,
Zotu2091,p:Bacteroidetes,,,,,
Zotu2092,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Cryomorphaceae,g:Fluviicola,
Zotu2093,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2094,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,
Zotu2095,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:NS4_marine_group,
Zotu2096,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Planctomyces,
Zotu2097,p:Proteobacteria,c:Deltaproteobacteria,o:Sh765B-TzT-29,,,
Zotu2098,p:Proteobacteria,c:Gammaproteobacteria,o:Oceanospirillales,f:SAR86_clade,,
Zotu2099,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Coxiella,
Zotu21,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Polynucleobacter,
Zotu210,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Leeia,
Zotu2100,,,,,,
Zotu2101,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Pirellula,
Zotu2102,p:Proteobacteria,c:Gammaproteobacteria,o:Vibrionales,f:Vibrionaceae,g:Grimontia,s:Enterovibrio_sp._IMCC17013
Zotu2103,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:NS9_marine_group,,
Zotu2104,p:Proteobacteria,,,,,
Zotu2105,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,
Zotu2106,p:Verrucomicrobia,c:OPB35_soil_group,,,,
Zotu2107,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:MNG7,,
Zotu2108,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,g:Rahnella,
Zotu2109,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,,
Zotu211,p:Bacteroidetes,,,,,
Zotu2110,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,,
Zotu2111,p:Firmicutes,c:Bacilli,o:Bacillales,f:Family_XII,g:Exiguobacterium,
Zotu2112,,,,,,
Zotu2113,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
Zotu2114,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Stenotrophomonas,
Zotu2115,p:Proteobacteria,,,,,
Zotu2116,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
Zotu2117,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
Zotu2118,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,,
Zotu2119,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
Zotu212,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Haloferula,
Zotu2120,p:Proteobacteria,,,,,
Zotu2121,,,,,,
Zotu2122,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
Zotu2123,p:Proteobacteria,c:Gammaproteobacteria,o:Methylococcales,,,
Zotu2124,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Polaromonas,
Zotu2125,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,,,
Zotu2126,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
Zotu2127,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,,
Zotu2128,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:env.OPS_17,,
Zotu2129,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Rickettsiella,
Zotu213,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Sediminibacterium,
Zotu2130,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2131,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Hydrogenophaga,
Zotu2132,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Paenibacillus,s:Bacillus_sp._DB55[2010]
Zotu2133,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Paenibacillus,
Zotu2134,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Peptococcaceae,g:Desulfosporosinus,
Zotu2135,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:Patulibacteraceae,g:Patulibacter,
Zotu2136,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,
Zotu2137,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
Zotu2138,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
Zotu2139,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,
Zotu214,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Saprospiraceae,g:Haliscomenobacter,s:Candidatus_Haliscomenobacter_calcifugiens
Zotu2140,p:Proteobacteria,,,,,
Zotu2141,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
Zotu2142,p:Proteobacteria,c:Betaproteobacteria,o:Nitrosomonadales,f:Nitrosomonadaceae,,
Zotu2143,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2144,p:Proteobacteria,,,,,
Zotu2145,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Variovorax,
Zotu2146,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Paenibacillus,
Zotu2147,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2148,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
Zotu2149,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
Zotu215,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2150,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,,,
Zotu2151,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,,
Zotu2152,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
Zotu2153,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Dyadobacter,
Zotu2154,p:Proteobacteria,,,,,
Zotu2155,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:DA101_soil_group,,
Zotu2156,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
Zotu2157,p:Proteobacteria,c:Betaproteobacteria,o:TRA3-20,,,
Zotu2158,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,,,
Zotu2159,p:Proteobacteria,,,,,
Zotu216,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Lautropia,
Zotu2160,p:Chlorobi,c:Chlorobia,o:Chlorobiales,f:OPB56,,
Zotu2161,p:Proteobacteria,,,,,
Zotu2162,p:Proteobacteria,,,,,
Zotu2163,p:Proteobacteria,,,,,
Zotu2164,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,,,
Zotu2165,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2166,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2167,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Chryseobacterium,
Zotu2168,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:7B-8,,
Zotu2169,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,
Zotu217,p:Proteobacteria,c:Gammaproteobacteria,o:NKB5,,,
Zotu2170,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Porphyromonadaceae,,
Zotu2171,p:Proteobacteria,c:Gammaproteobacteria,o:E01-9C-26_marine_group,f:Tigriopus_californicus,,
Zotu2172,p:Proteobacteria,c:Gammaproteobacteria,o:Order_Incertae_Sedis,f:Family_Incertae_Sedis,g:Marinicella,s:unidentified_marine_bacterioplankton
Zotu2173,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Acidaminococcaceae,,
Zotu2174,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Ferruginibacter,
Zotu2175,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,
Zotu2176,p:Proteobacteria,c:Betaproteobacteria,,,,
Zotu2177,p:Proteobacteria,c:Gammaproteobacteria,o:Alteromonadales,f:Pseudoalteromonadaceae,g:Pseudoalteromonas,
Zotu2178,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
Zotu2179,p:Proteobacteria,c:Gammaproteobacteria,o:KI89A_clade,,,
Zotu218,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
Zotu2180,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,,
Zotu2181,p:Proteobacteria,c:Deltaproteobacteria,o:Sh765B-TzT-29,,,
Zotu2182,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,,
Zotu2183,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Coxiella,
Zotu2184,p:Verrucomicrobia,c:Opitutae,o:Puniceicoccales,f:Puniceicoccaceae,g:marine_group,
Zotu2185,,,,,,
Zotu2186,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
Zotu2187,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfuromonadales,f:Geobacteraceae,g:Geobacter,
Zotu2188,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
Zotu2189,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
Zotu219,p:Proteobacteria,c:Gammaproteobacteria,o:Aeromonadales,f:Aeromonadaceae,g:Aeromonas,s:Aeromonas_sobria
Zotu2190,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Chryseobacterium,s:Chryseobacterium_sp._3Ablue
Zotu2191,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:WCHB1-69,,
Zotu2192,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Candidatus_Accumulibacter,
Zotu2193,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2194,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2195,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Alkanindiges,
Zotu2196,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,
Zotu2197,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
Zotu2198,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Porphyromonadaceae,g:Dysgonomonas,
Zotu2199,p:Proteobacteria,c:Alphaproteobacteria,,,,
Zotu22,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Acidovorax,
Zotu220,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2200,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Leadbetterella,
Zotu2201,,,,,,
Zotu2202,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,,
Zotu2203,,,,,,
Zotu2204,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,,
Zotu2205,p:Proteobacteria,,,,,
Zotu2206,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,,
Zotu2207,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,
Zotu2208,p:Proteobacteria,c:Gammaproteobacteria,o:Chromatiales,f:Chromatiaceae,g:Thiodictyon,s:phototrophic_bacterium
Zotu2209,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
Zotu221,p:Proteobacteria,c:Gammaproteobacteria,o:Chromatiales,f:Chromatiaceae,g:Rheinheimera,
Zotu2210,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,,
Zotu2211,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,
Zotu2212,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Veillonella,
Zotu2213,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
Zotu2214,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
Zotu2215,p:Proteobacteria,c:Betaproteobacteria,o:SC-I-84,,,
Zotu2216,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Dechloromonas,
Zotu2217,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2218,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2219,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:GKS98_freshwater_group,
Zotu222,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:NS11-12_marine_group,,
Zotu2220,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
Zotu2221,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Dechloromonas,
Zotu2222,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
Zotu2223,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:480-2,,
Zotu2224,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:480-2,,
Zotu2225,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
Zotu2226,,,,,,
Zotu2227,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Planctomyces,
Zotu2228,p:Verrucomicrobia,c:OPB35_soil_group,,,,
Zotu2229,p:Proteobacteria,c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Halomonas,
Zotu223,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Sediminibacterium,
Zotu2230,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,,
Zotu2231,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
Zotu2232,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Polaromonas,
Zotu2233,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Undibacterium,
Zotu2234,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Polaromonas,
Zotu2235,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,
Zotu2236,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2237,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:WCHB1-69,,
