,Phylum,Class,Order,Family,Genus,Species
Zotu2717,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:NS5_marine_group,
Zotu2718,p:Proteobacteria,c:Deltaproteobacteria,o:Sh765B-TzT-29,,,
Zotu2719,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Uruburuella,
Zotu272,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Hydrogenophaga,
Zotu2720,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2721,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Streptococcaceae,g:Streptococcus,
Zotu2722,p:Acidobacteria,c:Holophagae,o:Holophagales,f:Holophagaceae,g:Geothrix,
Zotu2723,p:Actinobacteria,c:Actinobacteria,,,,
Zotu2724,p:Bacteroidetes,c:BSV13,,,,
Zotu2725,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,,,
Zotu2726,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,,
Zotu2727,p:Proteobacteria,c:Gammaproteobacteria,o:NKB5,,,
Zotu2728,p:Proteobacteria,c:Betaproteobacteria,o:Nitrosomonadales,f:Nitrosomonadaceae,,
Zotu2729,p:Verrucomicrobia,c:OPB35_soil_group,,,,
Zotu273,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2730,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,,,
Zotu2731,p:Firmicutes,c:Bacilli,o:Lactobacillales,,,
Zotu2732,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,
Zotu2733,,,,,,
Zotu2734,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:WCHB1-69,,
Zotu2735,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,,,
Zotu2736,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,,
Zotu2737,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,
Zotu2738,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Dyadobacter,
Zotu2739,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu274,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Sediminibacterium,
Zotu2740,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2741,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
Zotu2742,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Mucilaginibacter,
Zotu2743,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,
Zotu2744,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,,
Zotu2745,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Emticicia,s:Emticicia_sp._KJ033
Zotu2746,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Chthoniobacter,
Zotu2747,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,,,
Zotu2748,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,,
Zotu2749,p:Proteobacteria,,,,,
Zotu275,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Aquabacterium,
Zotu2750,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Veillonella,
Zotu2751,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
Zotu2752,p:Proteobacteria,c:Alphaproteobacteria,,,,
Zotu2753,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
Zotu2754,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
Zotu2755,,,,,,
Zotu2756,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
Zotu2757,p:Proteobacteria,,,,,
Zotu2758,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Megasphaera,
Zotu2759,p:Proteobacteria,,,,,
Zotu276,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Deefgea,s:Deefgea_rivuli
Zotu2760,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,,
Zotu2761,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,
Zotu2762,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
Zotu2763,p:Proteobacteria,,,,,
Zotu2764,p:Proteobacteria,c:Alphaproteobacteria,,,,
Zotu2765,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillales_Incertae_Sedis,g:Reyranella,
Zotu2766,p:Proteobacteria,c:Alphaproteobacteria,,,,
Zotu2767,p:Proteobacteria,c:Alphaproteobacteria,,,,
Zotu2768,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
Zotu2769,,,,,,
Zotu277,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Limnobacter,
Zotu2770,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,g:Pantoea,
Zotu2771,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
Zotu2772,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
Zotu2773,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
Zotu2774,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,,
Zotu2775,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
Zotu2776,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
Zotu2777,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Ralstonia,
Zotu2778,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2779,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,,,
Zotu278,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2780,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Chthoniobacter,
Zotu2781,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Ferruginibacter,
Zotu2782,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
Zotu2783,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:LD29,,
Zotu2784,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2785,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,,
Zotu2786,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,,,
Zotu2787,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2788,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,,
Zotu2789,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,
Zotu279,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2790,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Sediminibacterium,
Zotu2791,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,,
Zotu2792,p:Proteobacteria,,,,,
Zotu2793,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae,g:Bacteriovorax,
Zotu2794,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,,,
Zotu2795,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Veillonella,
Zotu2796,p:Proteobacteria,c:Alphaproteobacteria,,,,
Zotu2797,p:Proteobacteria,,,,,
Zotu2798,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,,
Zotu2799,p:Cyanobacteria,c:Chloroplast,,,,
Zotu28,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu280,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Limnohabitans,
Zotu2800,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
Zotu2801,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
Zotu2802,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:480-2,,
Zotu2803,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
Zotu2804,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:Elev-16S-1332,,
Zotu2805,p:Proteobacteria,c:Betaproteobacteria,,,,
Zotu2806,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Runella,
Zotu2807,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2808,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,g:Sorangium,
Zotu2809,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
Zotu281,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,
Zotu2810,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Chitinophaga,
Zotu2811,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Pelosinus,
Zotu2812,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2813,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2814,p:Verrucomicrobia,c:Spartobacteria,o:Chthoniobacterales,f:DA101_soil_group,,
Zotu2815,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
Zotu2816,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,,,
Zotu2817,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
Zotu2818,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:TM146,,
Zotu2819,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,g:Byssovorax,
Zotu282,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:GKS98_freshwater_group,
Zotu2820,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Pelosinus,
Zotu2821,p:TM6,,,,,
Zotu2822,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,
Zotu2823,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Paenibacillus,
Zotu2824,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,,,
Zotu2825,p:Firmicutes,c:Bacilli,o:Bacillales,f:Planococcaceae,g:Solibacillus,
Zotu2826,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
Zotu2827,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2828,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Polynucleobacter,
Zotu2829,p:Verrucomicrobia,c:OPB35_soil_group,,,,
Zotu283,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2830,p:Proteobacteria,c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Halomonas,s:Candidatus_Halomonas_phosphatis
Zotu2831,p:TM6,,,,,
Zotu2832,p:Firmicutes,c:Bacilli,o:Bacillales,f:Planococcaceae,g:Sporosarcina,
Zotu2833,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
Zotu2834,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,,,
Zotu2835,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
Zotu2836,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Lautropia,
Zotu2837,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:480-2,,
Zotu2838,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
Zotu2839,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,
Zotu284,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Spirosoma,
Zotu2840,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,,
Zotu2841,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
Zotu2842,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Asticcacaulis,
Zotu2843,p:Proteobacteria,c:Alphaproteobacteria,,,,
Zotu2844,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,g:Oligoflexus,
Zotu2845,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2846,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Cryomorphaceae,g:Fluviicola,
Zotu2847,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2848,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus,
Zotu2849,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:NS9_marine_group,,
Zotu285,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Marixanthomonas,s:Marixanthomonas_sp._Ar-53B
Zotu2850,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Asticcacaulis,
Zotu2851,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,,
Zotu2852,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
Zotu2853,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,,
Zotu2854,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,s:Bacteroides_coprocola_DSM_17136
Zotu2855,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Pirellula,
Zotu2856,p:Proteobacteria,c:Gammaproteobacteria,o:Vibrionales,f:Vibrionaceae,g:Photobacterium,
Zotu2857,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae,,
Zotu2858,p:Proteobacteria,c:Gammaproteobacteria,o:Vibrionales,f:Vibrionaceae,g:Photobacterium,
Zotu2859,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Planctomyces,
Zotu286,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Limnohabitans,
Zotu2860,p:Proteobacteria,c:Gammaproteobacteria,o:Aeromonadales,f:Aeromonadaceae,g:Aeromonas,
Zotu2861,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Zoogloea,
Zotu2862,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Empedobacter,
Zotu2863,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfuromonadales,f:GR-WP33-58,,
Zotu2864,p:Proteobacteria,c:Gammaproteobacteria,o:Oceanospirillales,f:SAR86_clade,,
Zotu2865,p:Proteobacteria,c:Gammaproteobacteria,o:Alteromonadales,f:Pseudoalteromonadaceae,g:Pseudoalteromonas,
Zotu2866,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,,
Zotu2867,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Hydrotalea,
Zotu2868,p:Planctomycetes,c:OM190,,,,
Zotu2869,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Chryseobacterium,
Zotu287,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Paenibacillus,s:Paenibacillus_sp._YO4-17
Zotu2870,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfuromonadales,f:GR-WP33-58,,
Zotu2871,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:NS4_marine_group,
Zotu2872,,,,,,
Zotu2873,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
Zotu2874,p:Proteobacteria,c:Gammaproteobacteria,,,,
Zotu2875,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
Zotu2876,p:Proteobacteria,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,g:Alteromonas,
Zotu2877,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2878,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:Achromobacter,
Zotu2879,p:Proteobacteria,c:Gammaproteobacteria,o:Alteromonadales,f:Shewanellaceae,g:Shewanella,s:Shewanella_putrefaciens
Zotu288,p:Verrucomicrobia,c:Opitutae,,,,
Zotu2880,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Chryseobacterium,
Zotu2881,p:Bacteroidetes,,,,,
Zotu2882,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Prevotellaceae,g:Prevotella_1,s:Bacteroidales_str._KB11
Zotu2883,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Undibacterium,
Zotu2884,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
Zotu2885,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,g:Haliangium,
Zotu2886,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Planctomyces,
Zotu2887,p:Acidobacteria,c:Holophagae,o:Holophagales,f:Holophagaceae,,
Zotu2888,p:Acidobacteria,c:Holophagae,o:Holophagales,f:Holophagaceae,,
Zotu2889,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,
Zotu289,p:Proteobacteria,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,g:Aestuariibacter,
Zotu2890,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Schlesneria,
Zotu2891,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Sediminibacterium,
Zotu2892,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,
Zotu2893,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,,
Zotu2894,,,,,,
Zotu2895,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
Zotu2896,p:Bacteroidetes,c:BSV13,,,,
Zotu2897,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Pelosinus,
Zotu2898,,,,,,
Zotu2899,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
Zotu29,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Polaromonas,
Zotu290,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Chlorochromatium,
Zotu2900,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
Zotu2901,,,,,,
Zotu2902,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:env.OPS_17,,
Zotu2903,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Saprospiraceae,,
Zotu2904,p:Bacteroidetes,,,,,
Zotu2905,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Porphyromonadaceae,g:Microbacter,
Zotu2906,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,
Zotu2907,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
Zotu2908,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Albidiferax,
Zotu2909,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Iodobacter,
Zotu291,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Deefgea,s:Deefgea_chitinilytica
Zotu2910,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2911,p:Proteobacteria,c:Alphaproteobacteria,,,,
Zotu2912,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Acidovorax,
Zotu2913,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Porphyromonadaceae,g:Paludibacter,
Zotu2914,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,,
Zotu2915,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:Flavobacterium_psychrophilum
Zotu2916,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
Zotu2917,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Leuconostocaceae,g:Leuconostoc,
Zotu2918,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadales_Incertae_Sedis,,
Zotu2919,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,,,
Zotu292,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Flectobacillus,s:Flectobacillus_sp._GC5
Zotu2920,p:Proteobacteria,c:Gammaproteobacteria,o:Methylococcales,,,
Zotu2921,p:Proteobacteria,c:Alphaproteobacteria,,,,
Zotu2922,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
Zotu2923,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
Zotu2924,p:Proteobacteria,,,,,
Zotu2925,p:Proteobacteria,,,,,
Zotu2926,p:Proteobacteria,,,,,
Zotu2927,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillales_Incertae_Sedis,g:Reyranella,
Zotu2928,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,g:Raoultella,s:Klebsiella_oxytoca
Zotu2929,p:Acidobacteria,c:Acidobacteria,o:Subgroup_4,f:Unknown_Family,g:Blastocatella,
Zotu293,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,
Zotu2930,p:Cyanobacteria,c:Chloroplast,,,,
Zotu2931,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,,
Zotu2932,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,
Zotu2933,p:Proteobacteria,c:Alphaproteobacteria,,,,
Zotu2934,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,
Zotu2935,p:Proteobacteria,,,,,
Zotu2936,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
Zotu2937,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
Zotu2938,p:Proteobacteria,,,,,
Zotu2939,p:Cyanobacteria,c:Chloroplast,,,,
Zotu294,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Vogesella,
Zotu2940,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
Zotu2941,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,,
Zotu2942,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Limnobacter,
Zotu2943,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Limnobacter,
Zotu2944,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
Zotu2945,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,
Zotu2946,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,g:Oligoflexus,
Zotu2947,p:Proteobacteria,,,,,
Zotu2948,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
Zotu2949,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
Zotu295,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
Zotu2950,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Undibacterium,
Zotu2951,p:Proteobacteria,c:Betaproteobacteria,,,,
Zotu2952,p:Verrucomicrobia,c:OPB35_soil_group,,,,
Zotu2953,p:Gracilibacteria,,,,,
Zotu2954,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,,,
Zotu2955,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Sediminibacterium,s:Bacteroidetes_bacterium_L2-109
Zotu2956,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
Zotu2957,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
